,geo_code,geo_level,Religion,TRU,Sex,Total
10205,324,district,Religion not stated,Urban,Female,2
10216,325,district,Hindu,Rural,Female,138507
10217,325,district,Muslim,Rural,Female,286839
10218,325,district,Christian,Rural,Female,710
10219,325,district,Sikh,Rural,Female,32
10220,325,district,Buddhist,Rural,Female,28
10221,325,district,Jain,Rural,Female,28
10222,325,district,Other religions and persuasions,Rural,Female,12
10223,325,district,Religion not stated,Rural,Female,390
10225,325,district,Hindu,Urban,Female,21030
10226,325,district,Muslim,Urban,Female,5268
10227,325,district,Christian,Urban,Female,44
10228,325,district,Sikh,Urban,Female,28
10229,325,district,Buddhist,Urban,Female,1
10230,325,district,Jain,Urban,Female,299
10231,325,district,Other religions and persuasions,Urban,Female,0
10232,325,district,Religion not stated,Urban,Female,11
10243,326,district,Hindu,Rural,Female,285081
10244,326,district,Muslim,Rural,Female,50277
10245,326,district,Christian,Rural,Female,54520
10246,326,district,Sikh,Rural,Female,73
10247,326,district,Buddhist,Rural,Female,819
10248,326,district,Jain,Rural,Female,25
10249,326,district,Other religions and persuasions,Rural,Female,121
10250,326,district,Religion not stated,Rural,Female,736
10252,326,district,Hindu,Urban,Female,16108
10253,326,district,Muslim,Urban,Female,1390
10254,326,district,Christian,Urban,Female,830
10255,326,district,Sikh,Urban,Female,23
10256,326,district,Buddhist,Urban,Female,11
10257,326,district,Jain,Urban,Female,25
10258,326,district,Other religions and persuasions,Urban,Female,0
10259,326,district,Religion not stated,Urban,Female,12
10297,327,district,Hindu,Rural,Female,383359
10298,327,district,Muslim,Rural,Female,33700
10299,327,district,Christian,Rural,Female,58044
10300,327,district,Sikh,Rural,Female,245
10301,327,district,Buddhist,Rural,Female,69066
10302,327,district,Jain,Rural,Female,194
10303,327,district,Other religions and persuasions,Rural,Female,6422
10304,327,district,Religion not stated,Rural,Female,865
10306,327,district,Hindu,Urban,Female,287149
10307,327,district,Muslim,Urban,Female,16702
10308,327,district,Christian,Urban,Female,14261
10309,327,district,Sikh,Urban,Female,576
10310,327,district,Buddhist,Urban,Female,35655
10311,327,district,Jain,Urban,Female,669
10312,327,district,Other religions and persuasions,Urban,Female,1252
10313,327,district,Religion not stated,Urban,Female,1405
10324,328,district,Hindu,Rural,Female,1074400
10325,328,district,Muslim,Rural,Female,179496
10326,328,district,Christian,Rural,Female,86964
10327,328,district,Sikh,Rural,Female,380
10328,328,district,Buddhist,Rural,Female,20658
10329,328,district,Jain,Rural,Female,183
10330,328,district,Other religions and persuasions,Rural,Female,11804
10331,328,district,Religion not stated,Rural,Female,1324
10333,328,district,Hindu,Urban,Female,461767
10334,328,district,Muslim,Urban,Female,38312
10335,328,district,Christian,Urban,Female,7318
10336,328,district,Sikh,Urban,Female,669
10337,328,district,Buddhist,Urban,Female,4836
10338,328,district,Jain,Urban,Female,502
10339,328,district,Other religions and persuasions,Urban,Female,82
10340,328,district,Religion not stated,Urban,Female,1087
10351,329,district,Hindu,Rural,Female,885810
10352,329,district,Muslim,Rural,Female,334996
10353,329,district,Christian,Rural,Female,1710
10354,329,district,Sikh,Rural,Female,147
10355,329,district,Buddhist,Rural,Female,62
10356,329,district,Jain,Rural,Female,155
10357,329,district,Other religions and persuasions,Rural,Female,56
10358,329,district,Religion not stated,Rural,Female,1800
10360,329,district,Hindu,Urban,Female,125543
10361,329,district,Muslim,Urban,Female,15654
10362,329,district,Christian,Urban,Female,335
10363,329,district,Sikh,Urban,Female,35
10364,329,district,Buddhist,Urban,Female,170
10365,329,district,Jain,Urban,Female,762
10366,329,district,Other religions and persuasions,Urban,Female,10
10367,329,district,Religion not stated,Urban,Female,299
10378,330,district,Hindu,Rural,Female,563977
10379,330,district,Muslim,Rural,Female,708211
10380,330,district,Christian,Rural,Female,7961
10381,330,district,Sikh,Rural,Female,138
10382,330,district,Buddhist,Rural,Female,165
10383,330,district,Jain,Rural,Female,169
10384,330,district,Other religions and persuasions,Rural,Female,799
10385,330,district,Religion not stated,Rural,Female,1017
10387,330,district,Hindu,Urban,Female,150657
10388,330,district,Muslim,Urban,Female,21761
10389,330,district,Christian,Urban,Female,434
10390,330,district,Sikh,Urban,Female,51
10391,330,district,Buddhist,Urban,Female,48
10392,330,district,Jain,Urban,Female,466
10393,330,district,Other religions and persuasions,Urban,Female,18
10394,330,district,Religion not stated,Urban,Female,196
10405,331,district,Hindu,Rural,Female,488182
10406,331,district,Muslim,Rural,Female,200407
10407,331,district,Christian,Rural,Female,11166
10408,331,district,Sikh,Rural,Female,69
10409,331,district,Buddhist,Rural,Female,54
10410,331,district,Jain,Rural,Female,104
10411,331,district,Other religions and persuasions,Rural,Female,1364
10412,331,district,Religion not stated,Rural,Female,864
10414,331,district,Hindu,Urban,Female,114324
10415,331,district,Muslim,Urban,Female,1031
10416,331,district,Christian,Urban,Female,1153
10417,331,district,Sikh,Urban,Female,39
10418,331,district,Buddhist,Urban,Female,30
10419,331,district,Jain,Urban,Female,44
10420,331,district,Other religions and persuasions,Urban,Female,22
10421,331,district,Religion not stated,Urban,Female,224
10432,332,district,Hindu,Rural,Female,761510
10433,332,district,Muslim,Rural,Female,905157
10434,332,district,Christian,Rural,Female,6207
10435,332,district,Sikh,Rural,Female,200
10436,332,district,Buddhist,Rural,Female,109
10437,332,district,Jain,Rural,Female,174
10438,332,district,Other religions and persuasions,Rural,Female,3994
10439,332,district,Religion not stated,Rural,Female,1498
10441,332,district,Hindu,Urban,Female,164062
10442,332,district,Muslim,Urban,Female,92356
10443,332,district,Christian,Urban,Female,477
10444,332,district,Sikh,Urban,Female,105
10445,332,district,Buddhist,Urban,Female,54
10446,332,district,Jain,Urban,Female,117
10447,332,district,Other religions and persuasions,Urban,Female,45
10448,332,district,Religion not stated,Urban,Female,1239
10459,333,district,Hindu,Rural,Female,845089
10460,333,district,Muslim,Rural,Female,1925627
10461,333,district,Christian,Rural,Female,7616
10462,333,district,Sikh,Rural,Female,181
10463,333,district,Buddhist,Rural,Female,120
10464,333,district,Jain,Rural,Female,252
10465,333,district,Other religions and persuasions,Rural,Female,3626
10466,333,district,Religion not stated,Rural,Female,2782
10468,333,district,Hindu,Urban,Female,302939
10469,333,district,Muslim,Urban,Female,384697
10470,333,district,Christian,Urban,Female,1007
10471,333,district,Sikh,Urban,Female,148
10472,333,district,Buddhist,Urban,Female,43
10473,333,district,Jain,Urban,Female,1218
10474,333,district,Other religions and persuasions,Urban,Female,38
10475,333,district,Religion not stated,Urban,Female,860
10486,334,district,Hindu,Rural,Female,903518
10487,334,district,Muslim,Rural,Female,577415
10488,334,district,Christian,Rural,Female,5055
10489,334,district,Sikh,Rural,Female,158
10490,334,district,Buddhist,Rural,Female,90
10491,334,district,Jain,Rural,Female,125
10492,334,district,Other religions and persuasions,Rural,Female,3013
10493,334,district,Religion not stated,Rural,Female,1606
10495,334,district,Hindu,Urban,Female,162333
10496,334,district,Muslim,Urban,Female,56709
10497,334,district,Christian,Urban,Female,537
10498,334,district,Sikh,Urban,Female,106
10499,334,district,Buddhist,Urban,Female,29
10500,334,district,Jain,Urban,Female,428
10501,334,district,Other religions and persuasions,Urban,Female,66
10502,334,district,Religion not stated,Urban,Female,296
10513,335,district,Hindu,Rural,Female,1674085
10514,335,district,Muslim,Rural,Female,565082
10515,335,district,Christian,Rural,Female,4585
10516,335,district,Sikh,Rural,Female,574
10517,335,district,Buddhist,Rural,Female,148
10518,335,district,Jain,Rural,Female,191
10519,335,district,Other religions and persuasions,Rural,Female,17283
10520,335,district,Religion not stated,Rural,Female,3529
10522,335,district,Hindu,Urban,Female,1244827
10523,335,district,Muslim,Urban,Female,212724
10524,335,district,Christian,Urban,Female,6187
10525,335,district,Sikh,Urban,Female,7327
10526,335,district,Buddhist,Urban,Female,563
10527,335,district,Jain,Urban,Female,580
10528,335,district,Other religions and persuasions,Urban,Female,5221
10529,335,district,Religion not stated,Urban,Female,7768
10540,336,district,Hindu,Rural,Female,1159600
10541,336,district,Muslim,Rural,Female,627377
10542,336,district,Christian,Rural,Female,11784
10543,336,district,Sikh,Rural,Female,217
10544,336,district,Buddhist,Rural,Female,73
10545,336,district,Jain,Rural,Female,62
10546,336,district,Other religions and persuasions,Rural,Female,7432
10547,336,district,Religion not stated,Rural,Female,1070
10549,336,district,Hindu,Urban,Female,650870
10550,336,district,Muslim,Urban,Female,47924
10551,336,district,Christian,Urban,Female,5331
10552,336,district,Sikh,Urban,Female,156
10553,336,district,Buddhist,Urban,Female,165
10554,336,district,Jain,Urban,Female,73
10555,336,district,Other religions and persuasions,Urban,Female,844
10556,336,district,Religion not stated,Urban,Female,854
10567,337,district,Hindu,Rural,Female,1124768
10568,337,district,Muslim,Rural,Female,947380
10569,337,district,Christian,Rural,Female,4399
10570,337,district,Sikh,Rural,Female,267
10571,337,district,Buddhist,Rural,Female,180
10572,337,district,Jain,Rural,Female,122
10573,337,district,Other religions and persuasions,Rural,Female,822
10574,337,district,Religion not stated,Rural,Female,3127
10576,337,district,Hindu,Urban,Female,2471544
10577,337,district,Muslim,Urban,Female,310490
10578,337,district,Christian,Urban,Female,9252
10579,337,district,Sikh,Urban,Female,4141
10580,337,district,Buddhist,Urban,Female,2715
10581,337,district,Jain,Urban,Female,2108
10582,337,district,Other religions and persuasions,Urban,Female,589
10583,337,district,Religion not stated,Urban,Female,8488
10594,338,district,Hindu,Rural,Female,1342172
10595,338,district,Muslim,Rural,Female,297088
10596,338,district,Christian,Rural,Female,1243
10597,338,district,Sikh,Rural,Female,259
10598,338,district,Buddhist,Rural,Female,159
10599,338,district,Jain,Rural,Female,82
10600,338,district,Other religions and persuasions,Rural,Female,24360
10601,338,district,Religion not stated,Rural,Female,2338
10603,338,district,Hindu,Urban,Female,898053
10604,338,district,Muslim,Urban,Female,130084
10605,338,district,Christian,Urban,Female,2463
10606,338,district,Sikh,Urban,Female,1009
10607,338,district,Buddhist,Urban,Female,723
10608,338,district,Jain,Urban,Female,942
10609,338,district,Other religions and persuasions,Urban,Female,469
10610,338,district,Religion not stated,Urban,Female,3048
10621,339,district,Hindu,Rural,Female,1342342
10622,339,district,Muslim,Rural,Female,132901
10623,339,district,Christian,Rural,Female,1396
10624,339,district,Sikh,Rural,Female,148
10625,339,district,Buddhist,Rural,Female,101
10626,339,district,Jain,Rural,Female,1380
10627,339,district,Other religions and persuasions,Rural,Female,130911
10628,339,district,Religion not stated,Rural,Female,1945
10630,339,district,Hindu,Urban,Female,137888
10631,339,district,Muslim,Urban,Female,8246
10632,339,district,Christian,Urban,Female,620
10633,339,district,Sikh,Urban,Female,38
10634,339,district,Buddhist,Urban,Female,16
10635,339,district,Jain,Urban,Female,9
10636,339,district,Other religions and persuasions,Urban,Female,335
10637,339,district,Religion not stated,Urban,Female,303
10648,340,district,Hindu,Rural,Female,1011381
10649,340,district,Muslim,Rural,Female,80995
10650,340,district,Christian,Rural,Female,2376
10651,340,district,Sikh,Rural,Female,135
10652,340,district,Buddhist,Rural,Female,75
10653,340,district,Jain,Rural,Female,1317
10654,340,district,Other religions and persuasions,Rural,Female,153747
10655,340,district,Religion not stated,Rural,Female,2567
10657,340,district,Hindu,Urban,Female,147095
10658,340,district,Muslim,Urban,Female,29459
10659,340,district,Christian,Urban,Female,1653
10660,340,district,Sikh,Urban,Female,174
10661,340,district,Buddhist,Urban,Female,32
10662,340,district,Jain,Urban,Female,146
10663,340,district,Other religions and persuasions,Urban,Female,451
10664,340,district,Religion not stated,Urban,Female,1516
10675,341,district,Hindu,Rural,Female,650174
10676,341,district,Muslim,Rural,Female,212738
10677,341,district,Christian,Rural,Female,351
10678,341,district,Sikh,Rural,Female,134
10679,341,district,Buddhist,Rural,Female,88
10680,341,district,Jain,Rural,Female,67
10681,341,district,Other religions and persuasions,Rural,Female,90
10682,341,district,Religion not stated,Rural,Female,2724
10684,341,district,Hindu,Urban,Female,1062528
10685,341,district,Muslim,Urban,Female,402675
10686,341,district,Christian,Urban,Female,4023
10687,341,district,Sikh,Urban,Female,1916
10688,341,district,Buddhist,Urban,Female,506
10689,341,district,Jain,Urban,Female,4618
10690,341,district,Other religions and persuasions,Urban,Female,499
10691,341,district,Religion not stated,Urban,Female,6079
10702,342,district,Hindu,Rural,Female,0
10703,342,district,Muslim,Rural,Female,0
10704,342,district,Christian,Rural,Female,0
10705,342,district,Sikh,Rural,Female,0
10706,342,district,Buddhist,Rural,Female,0
10707,342,district,Jain,Rural,Female,0
10708,342,district,Other religions and persuasions,Rural,Female,0
10709,342,district,Religion not stated,Rural,Female,0
10711,342,district,Hindu,Urban,Female,1647715
10712,342,district,Muslim,Urban,Female,428421
10713,342,district,Christian,Urban,Female,20558
10714,342,district,Sikh,Urban,Female,6522
10715,342,district,Buddhist,Urban,Female,2348
10716,342,district,Jain,Urban,Female,10670
10717,342,district,Other religions and persuasions,Urban,Female,710
10718,342,district,Religion not stated,Urban,Female,22984
10729,343,district,Hindu,Rural,Female,1850117
10730,343,district,Muslim,Rural,Female,1075691
10731,343,district,Christian,Rural,Female,27195
10732,343,district,Sikh,Rural,Female,540
10733,343,district,Buddhist,Rural,Female,391
10734,343,district,Jain,Rural,Female,280
10735,343,district,Other religions and persuasions,Rural,Female,2905
10736,343,district,Religion not stated,Rural,Female,7850
10738,343,district,Hindu,Urban,Female,662050
10739,343,district,Muslim,Urban,Female,348983
10740,343,district,Christian,Urban,Female,5819
10741,343,district,Sikh,Urban,Female,829
10742,343,district,Buddhist,Urban,Female,867
10743,343,district,Jain,Urban,Female,191
10744,343,district,Other religions and persuasions,Urban,Female,131
10745,343,district,Religion not stated,Urban,Female,4344
10756,344,district,Hindu,Rural,Female,2177124
10757,344,district,Muslim,Rural,Female,264588
10758,344,district,Christian,Rural,Female,7722
10759,344,district,Sikh,Rural,Female,312
10760,344,district,Buddhist,Rural,Female,629
10761,344,district,Jain,Rural,Female,231
10762,344,district,Other religions and persuasions,Rural,Female,91915
10763,344,district,Religion not stated,Rural,Female,6529
10765,344,district,Hindu,Urban,Female,308737
10766,344,district,Muslim,Urban,Female,38866
10767,344,district,Christian,Urban,Female,4206
10768,344,district,Sikh,Urban,Female,1056
10769,344,district,Buddhist,Urban,Female,382
10770,344,district,Jain,Urban,Female,511
10771,344,district,Other religions and persuasions,Urban,Female,945
10772,344,district,Religion not stated,Urban,Female,1819
10783,345,district,Hindu,Rural,Female,1884560
10784,345,district,Muslim,Rural,Female,292946
10785,345,district,Christian,Rural,Female,950
10786,345,district,Sikh,Rural,Female,235
10787,345,district,Buddhist,Rural,Female,89
10788,345,district,Jain,Rural,Female,95
10789,345,district,Other religions and persuasions,Rural,Female,118
10790,345,district,Religion not stated,Rural,Female,1606
10792,345,district,Hindu,Urban,Female,216740
10793,345,district,Muslim,Urban,Female,67844
10794,345,district,Christian,Urban,Female,274
10795,345,district,Sikh,Urban,Female,119
10796,345,district,Buddhist,Urban,Female,71
10797,345,district,Jain,Urban,Female,186
10798,345,district,Other religions and persuasions,Urban,Female,44
10799,345,district,Religion not stated,Urban,Female,164
10837,346,district,Hindu,Rural,Female,505256
10838,346,district,Muslim,Rural,Female,89397
10839,346,district,Christian,Rural,Female,8437
10840,346,district,Sikh,Rural,Female,44
10841,346,district,Buddhist,Rural,Female,146
10842,346,district,Jain,Rural,Female,9
10843,346,district,Other religions and persuasions,Rural,Female,2288
10844,346,district,Religion not stated,Rural,Female,590
10846,346,district,Hindu,Urban,Female,27352
10847,346,district,Muslim,Urban,Female,5371
10848,346,district,Christian,Urban,Female,229
10849,346,district,Sikh,Urban,Female,18
10850,346,district,Buddhist,Urban,Female,40
10851,346,district,Jain,Urban,Female,0
10852,346,district,Other religions and persuasions,Urban,Female,10
10853,346,district,Religion not stated,Urban,Female,22
10864,347,district,Hindu,Rural,Female,419854
10865,347,district,Muslim,Rural,Female,48999
10866,347,district,Christian,Rural,Female,3158
10867,347,district,Sikh,Rural,Female,318
10868,347,district,Buddhist,Rural,Female,14
10869,347,district,Jain,Rural,Female,29
10870,347,district,Other religions and persuasions,Rural,Female,6352
10871,347,district,Religion not stated,Rural,Female,997
10873,347,district,Hindu,Urban,Female,20654
10874,347,district,Muslim,Urban,Female,8062
10875,347,district,Christian,Urban,Female,172
10876,347,district,Sikh,Urban,Female,105
10877,347,district,Buddhist,Urban,Female,2
10878,347,district,Jain,Urban,Female,31
10879,347,district,Other religions and persuasions,Urban,Female,104
10880,347,district,Religion not stated,Urban,Female,100
10891,348,district,Hindu,Rural,Female,237830
10892,348,district,Muslim,Rural,Female,42717
10893,348,district,Christian,Rural,Female,391
10894,348,district,Sikh,Rural,Female,55
10895,348,district,Buddhist,Rural,Female,15
10896,348,district,Jain,Rural,Female,13
10897,348,district,Other religions and persuasions,Rural,Female,137
10898,348,district,Religion not stated,Rural,Female,260
10900,348,district,Hindu,Urban,Female,56737
10901,348,district,Muslim,Urban,Female,9731
10902,348,district,Christian,Urban,Female,255
10903,348,district,Sikh,Urban,Female,379
10904,348,district,Buddhist,Urban,Female,3
10905,348,district,Jain,Urban,Female,459
10906,348,district,Other religions and persuasions,Urban,Female,1
10907,348,district,Religion not stated,Urban,Female,54
10918,349,district,Hindu,Rural,Female,833025
10919,349,district,Muslim,Rural,Female,216991
10920,349,district,Christian,Rural,Female,6644
10921,349,district,Sikh,Rural,Female,50
10922,349,district,Buddhist,Rural,Female,278
10923,349,district,Jain,Rural,Female,274
10924,349,district,Other religions and persuasions,Rural,Female,29073
10925,349,district,Religion not stated,Rural,Female,1507
10927,349,district,Hindu,Urban,Female,66996
10928,349,district,Muslim,Urban,Female,30706
10929,349,district,Christian,Urban,Female,625
10930,349,district,Sikh,Urban,Female,385
10931,349,district,Buddhist,Urban,Female,20
10932,349,district,Jain,Urban,Female,439
10933,349,district,Other religions and persuasions,Urban,Female,59
10934,349,district,Religion not stated,Urban,Female,304
10945,350,district,Hindu,Rural,Female,452787
10946,350,district,Muslim,Rural,Female,131888
10947,350,district,Christian,Rural,Female,2175
10948,350,district,Sikh,Rural,Female,38
10949,350,district,Buddhist,Rural,Female,63
10950,350,district,Jain,Rural,Female,58
10951,350,district,Other religions and persuasions,Rural,Female,7850
10952,350,district,Religion not stated,Rural,Female,717
10954,350,district,Hindu,Urban,Female,105215
10955,350,district,Muslim,Urban,Female,15167
10956,350,district,Christian,Urban,Female,848
10957,350,district,Sikh,Urban,Female,24
10958,350,district,Buddhist,Urban,Female,32
10959,350,district,Jain,Urban,Female,75
10960,350,district,Other religions and persuasions,Urban,Female,64
10961,350,district,Religion not stated,Urban,Female,50
10972,351,district,Hindu,Rural,Female,427498
10973,351,district,Muslim,Rural,Female,134014
10974,351,district,Christian,Rural,Female,19008
10975,351,district,Sikh,Rural,Female,47
10976,351,district,Buddhist,Rural,Female,60
10977,351,district,Jain,Rural,Female,52
10978,351,district,Other religions and persuasions,Rural,Female,23597
10979,351,district,Religion not stated,Rural,Female,949
10981,351,district,Hindu,Urban,Female,23720
10982,351,district,Muslim,Urban,Female,6194
10983,351,district,Christian,Urban,Female,286
10984,351,district,Sikh,Urban,Female,3
10985,351,district,Buddhist,Urban,Female,0
10986,351,district,Jain,Urban,Female,9
10987,351,district,Other religions and persuasions,Urban,Female,165
10988,351,district,Religion not stated,Urban,Female,22
10999,352,district,Hindu,Rural,Female,253527
11000,352,district,Muslim,Rural,Female,169896
11001,352,district,Christian,Rural,Female,41284
11002,352,district,Sikh,Rural,Female,43
11003,352,district,Buddhist,Rural,Female,114
11004,352,district,Jain,Rural,Female,49
11005,352,district,Other religions and persuasions,Rural,Female,19198
11006,352,district,Religion not stated,Rural,Female,898
11008,352,district,Hindu,Urban,Female,50836
11009,352,district,Muslim,Urban,Female,24133
11010,352,district,Christian,Urban,Female,777
11011,352,district,Sikh,Urban,Female,58
11012,352,district,Buddhist,Urban,Female,10
11013,352,district,Jain,Urban,Female,12
11014,352,district,Other religions and persuasions,Urban,Female,238
11015,352,district,Religion not stated,Urban,Female,103
11026,353,district,Hindu,Rural,Female,188004
11027,353,district,Muslim,Rural,Female,142984
11028,353,district,Christian,Rural,Female,37807
11029,353,district,Sikh,Rural,Female,47
11030,353,district,Buddhist,Rural,Female,139
11031,353,district,Jain,Rural,Female,49
11032,353,district,Other religions and persuasions,Rural,Female,44714
11033,353,district,Religion not stated,Rural,Female,915
11035,353,district,Hindu,Urban,Female,15138
11036,353,district,Muslim,Urban,Female,16630
11037,353,district,Christian,Urban,Female,838
11038,353,district,Sikh,Urban,Female,126
11039,353,district,Buddhist,Urban,Female,1
11040,353,district,Jain,Urban,Female,57
11041,353,district,Other religions and persuasions,Urban,Female,297
11042,353,district,Religion not stated,Urban,Female,15
11053,354,district,Hindu,Rural,Female,427216
11054,354,district,Muslim,Rural,Female,77349
11055,354,district,Christian,Rural,Female,1934
11056,354,district,Sikh,Rural,Female,224
11057,354,district,Buddhist,Rural,Female,31
11058,354,district,Jain,Rural,Female,56
11059,354,district,Other religions and persuasions,Rural,Female,34790
11060,354,district,Religion not stated,Rural,Female,537
11062,354,district,Hindu,Urban,Female,593844
11063,354,district,Muslim,Urban,Female,129039
11064,354,district,Christian,Urban,Female,3661
11065,354,district,Sikh,Urban,Female,4404
11066,354,district,Buddhist,Urban,Female,128
11067,354,district,Jain,Urban,Female,567
11068,354,district,Other religions and persuasions,Urban,Female,3661
11069,354,district,Religion not stated,Urban,Female,1090
11080,355,district,Hindu,Rural,Female,398350
11081,355,district,Muslim,Rural,Female,56166
11082,355,district,Christian,Rural,Female,1234
11083,355,district,Sikh,Rural,Female,66
11084,355,district,Buddhist,Rural,Female,177
11085,355,district,Jain,Rural,Female,513
11086,355,district,Other religions and persuasions,Rural,Female,66643
11087,355,district,Religion not stated,Rural,Female,583
11089,355,district,Hindu,Urban,Female,384512
11090,355,district,Muslim,Urban,Female,59813
11091,355,district,Christian,Urban,Female,5697
11092,355,district,Sikh,Urban,Female,1955
11093,355,district,Buddhist,Urban,Female,143
11094,355,district,Jain,Urban,Female,466
11095,355,district,Other religions and persuasions,Urban,Female,12855
11096,355,district,Religion not stated,Urban,Female,350
11107,356,district,Hindu,Rural,Female,42006
11108,356,district,Muslim,Rural,Female,38631
11109,356,district,Christian,Rural,Female,6994
11110,356,district,Sikh,Rural,Female,15
11111,356,district,Buddhist,Rural,Female,14
11112,356,district,Jain,Rural,Female,7
11113,356,district,Other religions and persuasions,Rural,Female,112659
11114,356,district,Religion not stated,Rural,Female,798
11116,356,district,Hindu,Urban,Female,12621
11117,356,district,Muslim,Urban,Female,8197
11118,356,district,Christian,Urban,Female,1663
11119,356,district,Sikh,Urban,Female,6
11120,356,district,Buddhist,Urban,Female,2
11121,356,district,Jain,Urban,Female,0
11122,356,district,Other religions and persuasions,Urban,Female,5539
11123,356,district,Religion not stated,Urban,Female,9
11134,357,district,Hindu,Rural,Female,305264
11135,357,district,Muslim,Rural,Female,6725
11136,357,district,Christian,Rural,Female,2412
11137,357,district,Sikh,Rural,Female,499
11138,357,district,Buddhist,Rural,Female,52
11139,357,district,Jain,Rural,Female,10
11140,357,district,Other religions and persuasions,Rural,Female,188935
11141,357,district,Religion not stated,Rural,Female,933
11143,357,district,Hindu,Urban,Female,443399
11144,357,district,Muslim,Urban,Female,91531
11145,357,district,Christian,Urban,Female,13026
11146,357,district,Sikh,Urban,Female,18006
11147,357,district,Buddhist,Urban,Female,402
11148,357,district,Jain,Urban,Female,800
11149,357,district,Other religions and persuasions,Urban,Female,44408
11150,357,district,Religion not stated,Urban,Female,615
11161,358,district,Hindu,Rural,Female,725428
11162,358,district,Muslim,Rural,Female,93467
11163,358,district,Christian,Rural,Female,2168
11164,358,district,Sikh,Rural,Female,44
11165,358,district,Buddhist,Rural,Female,66
11166,358,district,Jain,Rural,Female,15
11167,358,district,Other religions and persuasions,Rural,Female,2769
11168,358,district,Religion not stated,Rural,Female,2358
11170,358,district,Hindu,Urban,Female,83549
11171,358,district,Muslim,Urban,Female,22065
11172,358,district,Christian,Urban,Female,904
11173,358,district,Sikh,Urban,Female,306
11174,358,district,Buddhist,Urban,Female,11
11175,358,district,Jain,Urban,Female,125
11176,358,district,Other religions and persuasions,Urban,Female,31
11177,358,district,Religion not stated,Urban,Female,261
11188,359,district,Hindu,Rural,Female,213066
11189,359,district,Muslim,Rural,Female,30102
11190,359,district,Christian,Rural,Female,22933
11191,359,district,Sikh,Rural,Female,25
11192,359,district,Buddhist,Rural,Female,46
11193,359,district,Jain,Rural,Female,8
11194,359,district,Other religions and persuasions,Rural,Female,65194
11195,359,district,Religion not stated,Rural,Female,1180
11197,359,district,Hindu,Urban,Female,18421
11198,359,district,Muslim,Urban,Female,4008
11199,359,district,Christian,Urban,Female,921
11200,359,district,Sikh,Urban,Female,11
11201,359,district,Buddhist,Urban,Female,4
11202,359,district,Jain,Urban,Female,0
11203,359,district,Other religions and persuasions,Urban,Female,1224
11204,359,district,Religion not stated,Urban,Female,169
11215,360,district,Hindu,Rural,Female,586301
11216,360,district,Muslim,Rural,Female,103524
11217,360,district,Christian,Rural,Female,5854
11218,360,district,Sikh,Rural,Female,109
11219,360,district,Buddhist,Rural,Female,11
11220,360,district,Jain,Rural,Female,44
11221,360,district,Other religions and persuasions,Rural,Female,15708
11222,360,district,Religion not stated,Rural,Female,703
11224,360,district,Hindu,Urban,Female,92251
11225,360,district,Muslim,Urban,Female,33413
11226,360,district,Christian,Urban,Female,3008
11227,360,district,Sikh,Urban,Female,480
11228,360,district,Buddhist,Urban,Female,17
11229,360,district,Jain,Urban,Female,751
11230,360,district,Other religions and persuasions,Urban,Female,1322
11231,360,district,Religion not stated,Urban,Female,118
11242,361,district,Hindu,Rural,Female,211437
11243,361,district,Muslim,Rural,Female,33260
11244,361,district,Christian,Rural,Female,684
11245,361,district,Sikh,Rural,Female,51
11246,361,district,Buddhist,Rural,Female,7
11247,361,district,Jain,Rural,Female,7
11248,361,district,Other religions and persuasions,Rural,Female,12587
11249,361,district,Religion not stated,Rural,Female,288
11251,361,district,Hindu,Urban,Female,159943
11252,361,district,Muslim,Urban,Female,28553
11253,361,district,Christian,Urban,Female,3025
11254,361,district,Sikh,Urban,Female,1527
11255,361,district,Buddhist,Urban,Female,29
11256,361,district,Jain,Urban,Female,243
11257,361,district,Other religions and persuasions,Urban,Female,3468
11258,361,district,Religion not stated,Urban,Female,104
11269,362,district,Hindu,Rural,Female,477917
11270,362,district,Muslim,Rural,Female,46923
11271,362,district,Christian,Rural,Female,43593
11272,362,district,Sikh,Rural,Female,96
11273,362,district,Buddhist,Rural,Female,114
11274,362,district,Jain,Rural,Female,80
11275,362,district,Other religions and persuasions,Rural,Female,39608
11276,362,district,Religion not stated,Rural,Female,2005
11278,362,district,Hindu,Urban,Female,36370
11279,362,district,Muslim,Urban,Female,5074
11280,362,district,Christian,Urban,Female,928
11281,362,district,Sikh,Urban,Female,23
11282,362,district,Buddhist,Urban,Female,20
11283,362,district,Jain,Urban,Female,10
11284,362,district,Other religions and persuasions,Urban,Female,59
11285,362,district,Religion not stated,Urban,Female,108
11296,363,district,Hindu,Rural,Female,238112
11297,363,district,Muslim,Rural,Female,75360
11298,363,district,Christian,Rural,Female,1805
11299,363,district,Sikh,Rural,Female,123
11300,363,district,Buddhist,Rural,Female,44
11301,363,district,Jain,Rural,Female,251
11302,363,district,Other religions and persuasions,Rural,Female,33786
11303,363,district,Religion not stated,Rural,Female,772
11305,363,district,Hindu,Urban,Female,30117
11306,363,district,Muslim,Urban,Female,4475
11307,363,district,Christian,Urban,Female,454
11308,363,district,Sikh,Urban,Female,133
11309,363,district,Buddhist,Urban,Female,17
11310,363,district,Jain,Urban,Female,113
11311,363,district,Other religions and persuasions,Urban,Female,608
11312,363,district,Religion not stated,Urban,Female,42
11323,364,district,Hindu,Rural,Female,388232
11324,364,district,Muslim,Rural,Female,99731
